City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket
Bengaluru,2018-11-17,49.2,96.6,7.31,28.7,28.53,17.03,1.02,5.2,35.62,84.0,Satisfactory
Bengaluru,2018-11-18,41.2,83.45,9.24,20.87,25.94,16.24,1.01,5.38,26.38,91.0,Satisfactory
Bengaluru,2018-11-19,19.95,61.66,13.0,22.54,28.63,14.46,1.1,5.57,13.5,77.0,Satisfactory
Bengaluru,2018-11-20,25.85,67.23,15.66,28.52,35.0,15.63,1.09,5.21,16.08,77.0,Satisfactory
Bengaluru,2018-11-21,33.31,71.11,11.66,28.34,32.46,16.38,1.02,5.74,21.91,81.0,Satisfactory
Bengaluru,2018-11-22,17.95,39.52,13.98,24.12,30.52,15.83,1.03,5.89,11.65,73.0,Satisfactory
Bengaluru,2018-11-23,25.58,50.78,16.08,27.32,34.72,18.03,1.11,5.57,11.55,79.0,Satisfactory
Bengaluru,2018-11-24,108.3,93.05,11.24,29.96,32.39,19.59,1.04,5.34,25.36,144.0,Moderate
Bengaluru,2018-11-25,61.34,106.53,7.46,27.32,27.58,21.03,0.85,5.25,41.24,142.0,Moderate
Bengaluru,2018-11-26,71.66,119.7,7.78,30.65,30.14,21.13,0.83,5.65,58.03,124.0,Moderate
Bengaluru,2018-11-27,54.73,137.9,19.16,36.44,36.17,41.22,0.84,5.5,62.99,127.0,Moderate
Bengaluru,2018-11-28,59.58,112.2,10.19,29.98,32.37,21.36,0.89,5.6,52.81,127.0,Moderate
Bengaluru,2018-11-29,42.06,86.54,11.35,25.48,28.83,18.27,0.93,5.48,42.35,119.0,Moderate
Bengaluru,2018-11-30,43.16,79.92,10.45,28.44,30.83,20.64,0.89,5.46,47.85,94.0,Satisfactory
Bengaluru,2018-12-01,40.67,83.54,12.57,31.03,34.43,20.42,0.97,5.49,50.45,86.0,Satisfactory
Bengaluru,2018-12-02,28.25,68.25,9.29,24.59,27.96,18.89,0.79,6.21,59.89,92.0,Satisfactory
Bengaluru,2018-12-03,33.56,69.43,11.16,25.62,29.75,18.51,0.8,6.78,43.92,73.0,Satisfactory
Bengaluru,2018-12-04,25.83,74.27,15.31,26.42,34.03,18.98,0.89,5.86,24.11,75.0,Satisfactory
Bengaluru,2018-12-05,51.43,64.2,13.6,23.94,30.8,18.26,0.87,5.69,26.63,106.0,Moderate
Bengaluru,2018-12-06,29.32,81.35,13.52,29.76,33.09,17.66,0.9,6.47,35.15,87.0,Satisfactory
Bengaluru,2018-12-07,37.49,150.02,16.07,31.25,34.16,17.51,0.93,5.9,33.42,90.0,Satisfactory
Bengaluru,2018-12-08,61.0,98.66,9.36,33.48,28.09,15.46,0.78,5.86,52.77,119.0,Moderate
Bengaluru,2018-12-09,63.28,110.14,5.87,23.23,19.92,11.87,0.75,7.38,80.57,128.0,Moderate
Bengaluru,2018-12-10,75.78,137.41,9.79,30.66,31.44,15.23,1.04,5.77,76.51,157.0,Moderate
Bengaluru,2018-12-11,88.98,177.97,12.13,38.55,39.46,20.08,1.08,5.94,69.85,180.0,Moderate
Bengaluru,2018-12-12,78.59,142.62,11.17,40.02,39.8,19.75,1.05,6.32,66.64,179.0,Moderate
Bengaluru,2018-12-13,67.36,103.83,10.53,36.8,37.08,19.05,1.03,6.32,59.79,148.0,Moderate
Bengaluru,2018-12-14,48.45,84.47,12.96,36.41,38.05,18.13,0.97,6.57,50.06,103.0,Moderate
Bengaluru,2018-12-15,47.62,81.06,15.51,35.48,39.72,18.23,0.96,6.24,48.1,85.0,Satisfactory
Bengaluru,2018-12-16,64.42,109.67,13.08,40.02,38.75,16.93,0.98,6.45,73.64,112.0,Moderate
Bengaluru,2018-12-17,86.94,140.52,39.83,54.92,76.09,18.74,1.29,7.69,51.64,146.0,Moderate
Bengaluru,2018-12-18,98.84,181.41,60.14,63.57,106.26,24.42,1.72,5.98,38.34,225.0,Poor
Bengaluru,2018-12-19,61.84,132.37,15.76,47.79,47.55,21.56,1.11,6.12,57.86,142.0,Moderate
Bengaluru,2018-12-20,45.7,105.66,11.87,35.34,35.33,19.31,0.83,6.04,64.96,130.0,Moderate
Bengaluru,2018-12-21,51.63,106.8,22.16,38.9,48.19,18.56,0.99,5.88,56.78,116.0,Moderate
Bengaluru,2018-12-22,42.57,93.24,12.09,35.19,35.22,17.98,0.91,6.01,41.65,109.0,Moderate
Bengaluru,2018-12-23,37.34,86.46,9.1,23.96,25.68,16.35,0.82,4.98,46.25,87.0,Satisfactory
Bengaluru,2018-12-24,43.13,85.68,10.4,27.87,29.5,15.77,0.85,5.33,41.44,79.0,Satisfactory
Bengaluru,2018-12-25,57.89,102.48,10.72,33.44,33.96,16.55,0.93,5.24,54.0,103.0,Moderate
Bengaluru,2018-12-26,59.38,100.47,10.07,33.7,33.88,16.61,1.01,5.27,55.22,118.0,Moderate
Bengaluru,2018-12-27,57.28,107.8,12.41,31.17,34.5,16.37,0.9,5.67,55.3,117.0,Moderate
Bengaluru,2018-12-28,68.37,111.01,9.44,31.77,32.0,17.22,0.91,6.12,57.62,123.0,Moderate
Bengaluru,2018-12-29,65.81,106.31,11.15,31.32,32.97,17.7,0.89,6.07,47.62,124.0,Moderate
Bengaluru,2018-12-30,64.29,100.07,8.74,28.97,27.6,16.0,0.85,5.34,64.73,127.0,Moderate
Bengaluru,2018-12-31,63.77,107.44,15.48,37.46,40.95,16.72,1.02,7.25,55.18,123.0,Moderate
Bengaluru,2019-01-01,61.55,107.76,14.75,38.19,41.3,17.97,0.98,8.29,56.91,128.0,Moderate
Bengaluru,2019-01-02,47.27,92.47,12.94,39.73,41.65,20.45,1.06,10.22,51.25,103.0,Moderate
Bengaluru,2019-01-03,48.86,96.42,16.74,46.55,51.87,29.72,1.01,8.15,46.4,101.0,Moderate
Bengaluru,2019-01-04,51.35,105.52,17.37,45.87,50.21,24.95,1.09,5.76,41.42,106.0,Moderate
Bengaluru,2019-01-05,46.57,99.1,15.87,41.74,44.4,18.17,1.03,6.13,50.61,104.0,Moderate
Bengaluru,2019-01-06,56.8,105.51,9.68,35.73,36.84,22.58,0.89,6.36,64.29,115.0,Moderate
Bengaluru,2019-01-07,58.29,116.5,15.59,44.9,48.97,26.01,1.05,7.13,55.51,120.0,Moderate
Bengaluru,2019-01-08,60.04,106.76,19.73,49.33,56.53,26.12,1.06,7.64,47.42,120.0,Moderate
Bengaluru,2019-01-09,62.6,113.27,17.76,52.68,55.76,25.66,1.05,7.01,54.54,122.0,Moderate
Bengaluru,2019-01-10,63.63,108.49,12.78,53.48,53.27,30.88,0.94,5.88,56.23,120.0,Moderate
Bengaluru,2019-01-11,59.52,111.13,14.65,49.16,51.67,29.43,1.01,5.79,57.02,126.0,Moderate
Bengaluru,2019-01-12,70.5,121.91,14.05,49.28,50.62,28.56,1.04,5.73,61.7,132.0,Moderate
Bengaluru,2019-01-13,54.44,99.59,10.6,42.99,43.65,27.09,0.93,5.47,65.16,125.0,Moderate
Bengaluru,2019-01-14,58.36,110.39,14.18,47.07,48.49,26.18,1.02,4.93,50.93,111.0,Moderate
Bengaluru,2019-01-15,47.13,86.88,16.17,46.93,48.92,21.74,0.85,5.28,55.78,109.0,Moderate
Bengaluru,2019-01-16,62.4,99.49,10.64,48.15,44.5,24.59,0.98,5.05,69.72,113.0,Moderate
Bengaluru,2019-01-17,67.83,120.55,15.74,42.88,48.8,23.07,1.09,5.74,53.81,121.0,Moderate
Bengaluru,2019-01-18,75.06,118.41,7.81,34.15,32.16,14.87,1.02,5.35,54.41,152.0,Moderate
Bengaluru,2019-01-19,59.01,102.34,7.41,36.98,33.38,17.08,0.94,5.07,46.91,122.0,Moderate
Bengaluru,2019-01-20,42.33,82.67,5.69,32.59,27.7,14.47,0.79,5.2,63.97,106.0,Moderate
Bengaluru,2019-01-21,52.05,99.24,6.26,37.39,31.71,15.56,0.92,5.32,67.06,101.0,Moderate
Bengaluru,2019-01-22,72.45,136.15,18.68,42.87,46.61,17.27,1.06,5.06,72.89,145.0,Moderate
Bengaluru,2019-01-23,60.91,121.85,11.95,42.79,40.52,16.95,1.04,5.42,67.41,156.0,Moderate
Bengaluru,2019-01-24,50.66,109.76,7.08,33.87,28.82,15.78,0.87,4.97,61.46,130.0,Moderate
Bengaluru,2019-01-25,35.76,87.96,7.16,31.94,28.37,14.75,0.84,4.79,56.81,109.0,Moderate
Bengaluru,2019-01-26,51.09,101.59,7.25,30.06,29.19,15.32,0.87,5.27,52.2,102.0,Moderate
Bengaluru,2019-01-27,40.56,87.62,5.89,26.0,24.5,14.06,0.8,5.16,55.36,101.0,Moderate
Bengaluru,2019-01-28,38.48,73.19,7.95,26.16,24.72,12.92,0.73,4.12,53.78,99.0,Satisfactory
Bengaluru,2019-01-29,29.81,62.01,9.41,29.22,28.59,12.84,0.88,4.91,47.64,83.0,Satisfactory
Bengaluru,2019-01-30,62.71,92.31,12.46,35.51,34.7,13.12,1.01,4.8,59.22,107.0,Moderate
Bengaluru,2019-01-31,48.44,94.63,8.55,33.94,30.45,13.75,0.88,5.45,67.58,132.0,Moderate
Bengaluru,2019-02-01,49.67,99.62,9.15,37.21,33.41,14.68,0.87,5.35,63.66,109.0,Moderate
Bengaluru,2019-02-02,45.32,96.87,9.15,34.78,30.75,14.41,0.82,5.01,61.35,104.0,Moderate
Bengaluru,2019-02-03,39.5,87.56,6.69,28.58,24.55,13.75,0.8,4.58,64.91,101.0,Moderate
Bengaluru,2019-02-04,32.91,70.95,9.19,27.77,25.35,13.82,0.82,4.6,49.04,81.0,Satisfactory
Bengaluru,2019-02-05,37.93,82.59,6.98,29.41,24.42,13.77,0.86,4.54,65.7,92.0,Satisfactory
Bengaluru,2019-02-06,60.08,115.27,10.06,38.44,33.98,14.13,0.88,5.81,78.02,120.0,Moderate
Bengaluru,2019-02-07,51.88,117.29,6.9,36.87,31.49,15.02,0.94,5.3,73.99,146.0,Moderate
Bengaluru,2019-02-08,54.76,108.3,5.51,30.73,25.96,15.13,0.85,5.21,65.0,113.0,Moderate
Bengaluru,2019-02-09,68.68,123.42,11.64,40.49,37.69,16.47,1.25,6.19,55.17,134.0,Moderate
Bengaluru,2019-02-10,50.31,93.13,9.95,32.83,29.4,17.01,0.96,4.52,41.91,112.0,Moderate
Bengaluru,2019-02-11,41.65,78.53,10.0,28.6,26.17,15.25,0.81,4.04,37.69,80.0,Satisfactory
Bengaluru,2019-02-12,49.32,88.06,8.75,32.05,27.32,14.48,0.82,3.99,49.43,84.0,Satisfactory
Bengaluru,2019-02-13,47.31,92.86,9.72,34.53,30.98,15.25,0.9,4.75,52.51,96.0,Satisfactory
Bengaluru,2019-02-14,37.94,84.87,11.4,31.95,32.32,16.68,0.71,4.88,57.75,89.0,Satisfactory
Bengaluru,2019-02-15,35.35,92.27,9.65,32.12,32.59,17.04,0.87,4.08,59.52,103.0,Moderate
Bengaluru,2019-02-16,45.37,98.49,21.59,35.5,44.47,16.77,1.05,4.69,56.07,107.0,Moderate
Bengaluru,2019-02-17,47.43,108.7,23.61,33.19,44.8,17.77,0.99,4.15,62.98,123.0,Moderate
Bengaluru,2019-02-18,42.92,104.51,29.45,39.84,54.29,17.16,1.23,4.52,48.6,116.0,Moderate
Bengaluru,2019-02-19,44.28,98.5,8.09,33.16,30.1,18.13,0.95,4.52,50.9,116.0,Moderate
Bengaluru,2019-02-20,31.49,79.97,9.18,28.91,27.55,15.62,0.85,4.39,40.97,87.0,Satisfactory
Bengaluru,2019-02-21,36.4,92.9,14.06,35.7,36.91,12.47,0.96,5.06,41.82,85.0,Satisfactory
Bengaluru,2019-02-22,38.35,101.4,17.28,40.77,44.74,14.54,0.96,5.45,42.98,99.0,Satisfactory
Bengaluru,2019-02-23,51.36,113.03,23.78,50.05,56.96,15.39,1.03,5.53,43.98,105.0,Moderate
Bengaluru,2019-02-24,47.59,97.06,19.87,47.01,50.3,16.23,0.94,5.19,53.2,110.0,Moderate
Bengaluru,2019-02-25,39.23,96.15,23.3,46.39,53.87,16.7,1.0,6.12,55.66,103.0,Moderate
Bengaluru,2019-02-26,51.92,101.91,17.94,42.06,44.18,18.89,0.99,6.29,64.35,120.0,Moderate
Bengaluru,2019-02-27,45.49,94.03,10.11,33.49,32.28,18.55,0.93,4.45,58.28,115.0,Moderate
Bengaluru,2019-02-28,50.8,111.32,12.67,38.76,40.15,16.52,0.94,4.87,56.36,125.0,Moderate
Bengaluru,2019-03-01,58.18,125.3,13.52,44.64,44.92,19.94,1.05,4.93,53.3,143.0,Moderate
Bengaluru,2019-03-02,40.93,95.38,6.74,26.91,26.08,17.74,0.83,4.57,49.67,107.0,Moderate
Bengaluru,2019-03-03,36.98,92.75,7.87,30.74,30.01,15.49,0.86,4.87,55.58,114.0,Moderate
Bengaluru,2019-03-04,43.15,100.96,5.02,29.23,26.24,15.83,0.8,5.09,63.42,123.0,Moderate
Bengaluru,2019-03-05,49.8,112.83,12.78,31.26,33.34,15.93,1.11,4.2,56.77,118.0,Moderate
Bengaluru,2019-03-06,53.53,116.45,23.55,35.74,46.05,15.62,1.13,4.12,48.36,128.0,Moderate
Bengaluru,2019-03-07,65.98,158.87,41.22,47.25,71.78,17.42,1.44,6.25,39.54,152.0,Moderate
Bengaluru,2019-03-08,69.62,141.49,25.8,46.88,58.06,18.21,1.32,7.02,49.42,167.0,Moderate
Bengaluru,2019-03-09,51.08,114.17,6.55,27.19,26.56,18.98,1.01,5.51,56.41,151.0,Moderate
Bengaluru,2019-03-10,39.45,85.59,3.31,19.09,16.78,14.76,0.81,5.12,47.45,100.0,Satisfactory
Bengaluru,2019-03-11,34.4,79.55,4.31,21.93,19.58,13.93,0.75,6.11,55.52,91.0,Satisfactory
Bengaluru,2019-03-12,46.15,108.89,6.44,27.97,26.33,15.19,0.8,8.64,67.73,105.0,Moderate
Bengaluru,2019-03-13,50.05,120.17,9.24,34.27,33.73,15.2,0.89,9.55,59.27,113.0,Moderate
Bengaluru,2019-03-14,43.73,116.74,8.61,29.7,32.81,14.79,0.73,6.55,65.46,118.0,Moderate
Bengaluru,2019-03-15,41.75,110.46,8.41,35.68,35.5,14.38,0.89,6.12,54.19,106.0,Moderate
Bengaluru,2019-03-16,44.32,118.8,12.34,38.3,37.28,16.05,0.94,5.15,47.32,108.0,Moderate
Bengaluru,2019-03-17,45.56,104.35,8.28,34.1,29.69,15.63,0.87,5.01,66.57,115.0,Moderate
Bengaluru,2019-03-18,43.24,99.47,5.41,31.64,24.96,16.24,0.8,5.61,67.48,123.0,Moderate
Bengaluru,2019-03-19,39.71,94.23,6.67,30.9,26.76,16.07,0.82,5.13,59.72,113.0,Moderate
Bengaluru,2019-03-20,39.8,91.98,6.79,27.36,22.43,15.0,0.73,5.7,57.62,102.0,Moderate
Bengaluru,2019-03-21,49.74,94.78,5.97,27.84,21.97,15.24,0.87,5.44,61.82,120.0,Moderate
Bengaluru,2019-03-22,44.52,96.39,7.16,30.85,24.89,15.54,0.94,6.86,59.05,122.0,Moderate
Bengaluru,2019-03-23,51.6,102.51,6.71,34.12,27.54,15.49,0.97,5.8,58.37,119.0,Moderate
Bengaluru,2019-03-24,47.42,93.06,5.81,28.12,23.65,14.79,0.84,6.92,64.14,120.0,Moderate
Bengaluru,2019-03-25,46.52,105.51,8.2,34.13,30.32,15.64,0.84,7.66,49.93,97.0,Satisfactory
Bengaluru,2019-03-26,48.85,112.26,10.0,39.23,36.32,15.4,0.93,7.29,57.9,113.0,Moderate
Bengaluru,2019-03-27,56.52,121.14,12.4,40.26,38.77,14.3,1.08,6.91,55.64,129.0,Moderate
Bengaluru,2019-03-28,61.59,129.96,14.08,47.4,45.48,14.75,1.17,6.72,51.02,148.0,Moderate
Bengaluru,2019-03-29,58.92,129.31,11.08,40.64,39.27,16.13,1.14,5.4,62.38,149.0,Moderate
Bengaluru,2019-03-30,57.09,123.2,10.17,38.21,35.11,16.53,1.15,4.89,54.03,137.0,Moderate
Bengaluru,2019-03-31,55.88,107.85,6.77,32.37,26.85,17.21,0.9,4.68,52.26,135.0,Moderate
Bengaluru,2019-04-01,53.46,110.5,11.03,35.35,32.36,16.31,1.01,4.73,49.03,126.0,Moderate
Bengaluru,2019-04-02,55.62,123.38,21.63,40.91,46.62,17.78,1.03,5.37,46.15,136.0,Moderate
Bengaluru,2019-04-03,53.61,120.13,13.21,40.06,39.47,17.27,0.94,4.96,54.26,135.0,Moderate
Bengaluru,2019-04-04,58.15,108.63,9.22,32.87,32.36,17.41,0.94,6.16,50.92,127.0,Moderate
Bengaluru,2019-04-05,46.54,108.25,13.01,37.85,39.93,16.31,1.07,5.22,53.59,130.0,Moderate
Bengaluru,2019-04-06,46.55,112.08,7.85,32.46,30.73,16.86,0.95,4.83,64.46,130.0,Moderate
Bengaluru,2019-04-07,51.73,103.64,7.95,32.1,30.27,16.3,0.98,4.86,68.41,127.0,Moderate
Bengaluru,2019-04-08,52.79,94.86,9.66,34.46,32.46,17.15,0.95,5.66,59.17,125.0,Moderate
Bengaluru,2019-04-09,43.88,90.8,9.09,33.09,30.96,19.14,1.09,5.07,66.47,149.0,Moderate
Bengaluru,2019-04-10,52.18,107.04,9.84,36.58,32.08,18.58,1.13,4.99,45.42,123.0,Moderate
Bengaluru,2019-04-11,49.25,113.7,9.52,34.41,30.94,21.22,0.89,5.76,40.76,112.0,Moderate
Bengaluru,2019-04-12,49.46,109.0,9.95,36.1,33.74,18.23,0.95,5.41,51.55,130.0,Moderate
Bengaluru,2019-04-13,47.24,98.37,7.1,30.69,28.27,17.8,0.92,7.4,52.04,109.0,Moderate
Bengaluru,2019-04-14,41.74,89.76,6.27,27.4,25.14,15.09,0.78,8.4,56.7,106.0,Moderate
Bengaluru,2019-04-15,52.38,92.14,8.34,33.83,31.72,15.92,1.04,7.56,54.29,111.0,Moderate
Bengaluru,2019-04-16,40.54,94.39,9.56,33.94,32.87,15.47,0.99,5.95,51.67,115.0,Moderate
Bengaluru,2019-04-17,52.84,97.64,11.81,31.76,33.1,17.54,1.16,5.09,38.4,124.0,Moderate
Bengaluru,2019-04-18,46.1,72.34,12.61,32.17,31.8,17.34,1.09,4.1,47.27,127.0,Moderate
Bengaluru,2019-04-19,42.33,63.83,6.84,29.02,25.65,18.08,0.9,4.55,47.03,107.0,Moderate
Bengaluru,2019-04-20,29.75,73.46,7.33,31.84,28.96,16.99,1.02,5.28,55.89,122.0,Moderate
Bengaluru,2019-04-21,25.18,69.39,6.37,32.67,27.82,15.03,1.04,4.9,56.53,106.0,Moderate
Bengaluru,2019-04-22,40.9,92.48,8.46,31.25,29.57,19.12,1.1,4.83,45.27,107.0,Moderate
Bengaluru,2019-04-23,37.08,77.31,7.76,32.12,28.78,16.05,1.31,4.42,57.49,112.0,Moderate
Bengaluru,2019-04-24,42.76,85.7,6.94,33.95,29.39,16.2,1.22,4.37,53.21,108.0,Moderate
Bengaluru,2019-04-25,57.96,109.49,8.23,36.31,32.06,16.84,1.19,5.35,54.27,126.0,Moderate
Bengaluru,2019-04-26,63.83,109.42,5.79,33.66,27.21,18.21,1.08,4.45,57.17,144.0,Moderate
Bengaluru,2019-04-27,66.34,123.11,7.59,29.77,27.39,17.39,0.84,4.97,61.68,150.0,Moderate
Bengaluru,2019-04-28,61.63,117.36,6.47,30.6,28.62,17.46,1.0,5.76,53.79,141.0,Moderate
Bengaluru,2019-04-29,62.42,108.27,6.84,30.05,27.53,18.56,0.95,4.5,50.57,140.0,Moderate
Bengaluru,2019-04-30,53.78,94.01,6.44,23.6,26.58,17.41,0.92,3.88,60.14,124.0,Moderate
Bengaluru,2019-05-01,42.75,74.84,7.54,21.81,23.34,15.57,0.99,4.72,55.94,111.0,Moderate
Bengaluru,2019-05-02,46.45,102.47,12.06,21.41,27.32,14.92,0.86,4.34,46.73,103.0,Moderate
Bengaluru,2019-05-03,47.56,95.06,8.56,22.23,25.52,17.29,0.74,4.43,48.84,112.0,Moderate
Bengaluru,2019-05-04,56.62,116.59,7.6,25.08,26.34,18.79,0.85,3.67,51.98,120.0,Moderate
Bengaluru,2019-05-05,54.62,110.84,6.9,26.36,25.65,16.93,0.8,4.21,61.04,132.0,Moderate
Bengaluru,2019-05-06,52.76,106.65,7.47,27.54,27.94,17.25,0.8,4.03,66.44,131.0,Moderate
Bengaluru,2019-05-07,42.61,87.52,10.42,23.95,27.32,16.41,0.86,4.63,47.19,113.0,Moderate
Bengaluru,2019-05-08,33.28,81.91,10.92,25.0,25.5,15.29,0.88,4.16,34.37,87.0,Satisfactory
Bengaluru,2019-05-09,51.42,94.86,17.94,30.32,35.49,19.28,1.36,4.4,37.92,106.0,Moderate
Bengaluru,2019-05-10,39.33,93.68,8.88,29.13,27.99,18.45,0.94,4.23,49.37,120.0,Moderate
Bengaluru,2019-05-11,40.38,93.84,6.49,27.17,24.4,17.05,0.97,3.64,48.35,105.0,Moderate
Bengaluru,2019-05-12,34.41,93.08,9.18,26.85,28.06,16.1,1.06,4.01,41.87,101.0,Moderate
Bengaluru,2019-05-13,32.08,86.2,5.34,25.1,22.24,13.94,0.91,4.11,50.16,106.0,Moderate
Bengaluru,2019-05-14,31.91,88.8,6.66,24.31,24.52,15.95,0.92,5.41,50.77,88.0,Satisfactory
Bengaluru,2019-05-15,33.89,81.23,7.43,24.45,25.03,16.03,1.01,4.29,38.96,96.0,Satisfactory
Bengaluru,2019-05-16,38.93,93.74,12.36,34.47,36.97,16.51,1.23,3.69,44.94,102.0,Moderate
Bengaluru,2019-05-17,40.64,91.59,14.27,32.51,36.02,17.39,1.19,4.17,36.64,110.0,Moderate
Bengaluru,2019-05-18,55.14,118.1,13.73,35.15,35.89,19.2,1.19,4.54,43.17,121.0,Moderate
Bengaluru,2019-05-19,51.35,101.63,8.15,27.75,25.63,18.52,0.97,3.86,45.7,116.0,Moderate
Bengaluru,2019-05-20,46.82,105.55,8.15,29.22,28.8,18.13,1.06,4.83,40.95,109.0,Moderate
Bengaluru,2019-05-21,45.3,93.68,5.1,26.31,23.99,16.95,0.88,4.25,51.87,109.0,Moderate
Bengaluru,2019-05-22,40.4,84.74,9.12,28.98,30.39,16.3,1.11,5.69,62.73,107.0,Moderate
Bengaluru,2019-05-23,43.26,97.98,12.96,34.61,35.36,17.81,1.04,3.95,34.01,102.0,Moderate
Bengaluru,2019-05-24,35.93,75.5,6.87,27.67,26.04,16.8,0.89,5.29,51.84,92.0,Satisfactory
Bengaluru,2019-05-25,26.07,71.31,6.76,25.34,25.38,15.38,0.79,5.0,54.83,82.0,Satisfactory
Bengaluru,2019-05-26,22.5,49.25,5.26,26.04,23.18,13.51,0.69,3.85,65.11,91.0,Satisfactory
Bengaluru,2019-05-27,25.77,59.78,8.57,32.49,30.96,16.1,0.94,4.44,60.35,92.0,Satisfactory
Bengaluru,2019-05-28,38.91,84.93,7.84,25.31,25.24,16.8,0.92,4.07,51.83,92.0,Satisfactory
Bengaluru,2019-05-29,28.66,62.28,5.08,24.99,22.09,15.5,0.75,4.82,82.31,112.0,Moderate
Bengaluru,2019-05-30,35.18,77.36,5.72,22.93,22.95,14.98,0.79,3.96,64.17,98.0,Satisfactory
Bengaluru,2019-05-31,30.29,60.85,6.44,24.81,24.68,13.84,0.82,4.09,69.14,101.0,Moderate
Bengaluru,2019-06-01,28.95,64.19,9.57,27.09,29.63,13.43,1.04,4.4,52.56,89.0,Satisfactory
Bengaluru,2019-06-02,44.24,64.72,5.18,18.31,19.6,12.94,0.85,4.39,45.14,100.0,Satisfactory
Bengaluru,2019-06-03,20.3,42.09,6.5,23.54,24.12,12.08,0.9,4.71,51.34,98.0,Satisfactory
Bengaluru,2019-06-04,27.33,61.65,9.0,24.48,30.04,11.9,0.79,4.54,40.04,69.0,Satisfactory
Bengaluru,2019-06-05,28.4,56.09,7.78,23.56,27.22,10.02,0.75,4.73,45.01,78.0,Satisfactory
Bengaluru,2019-06-06,25.72,51.53,7.47,27.41,27.68,12.3,1.02,4.17,46.31,78.0,Satisfactory
Bengaluru,2019-06-07,25.02,56.96,8.64,31.44,32.77,15.21,0.92,5.38,50.51,102.0,Moderate
Bengaluru,2019-06-08,23.54,53.47,6.54,23.49,24.49,14.01,0.81,5.1,54.31,76.0,Satisfactory
Bengaluru,2019-06-09,16.31,39.84,5.29,17.7,20.29,12.94,0.66,4.02,50.05,66.0,Satisfactory
Bengaluru,2019-06-10,7.85,25.87,6.28,16.77,21.21,11.79,0.62,4.44,45.0,54.0,Satisfactory
Bengaluru,2019-06-11,11.32,30.88,5.87,16.85,20.4,13.18,0.72,4.58,36.82,50.0,Good
Bengaluru,2019-06-12,12.8,35.87,6.7,17.93,22.31,13.74,0.61,6.09,30.56,51.0,Satisfactory
Bengaluru,2019-06-13,16.38,38.15,7.7,17.76,23.51,12.46,0.66,7.48,25.3,50.0,Good
Bengaluru,2019-06-14,22.11,47.2,7.85,18.09,23.77,12.54,0.64,8.44,24.42,59.0,Satisfactory
Bengaluru,2019-06-15,23.64,54.09,9.57,20.9,24.36,12.52,0.68,8.45,24.61,69.0,Satisfactory
Bengaluru,2019-06-16,22.01,56.08,6.47,18.54,21.24,12.87,0.62,8.99,25.18,63.0,Satisfactory
Bengaluru,2019-06-17,25.77,64.03,8.35,21.68,25.92,13.23,0.7,8.36,30.6,61.0,Satisfactory
Bengaluru,2019-06-18,28.82,64.96,6.09,20.1,22.94,13.94,0.7,6.23,30.67,70.0,Satisfactory
Bengaluru,2019-06-19,25.41,60.88,7.2,20.9,23.52,12.07,0.78,4.91,29.26,74.0,Satisfactory
Bengaluru,2019-06-20,24.36,53.32,5.24,18.74,20.57,12.0,0.65,4.96,32.97,67.0,Satisfactory
Bengaluru,2019-06-21,25.35,56.61,5.8,20.66,22.89,12.55,0.74,5.48,38.03,64.0,Satisfactory
Bengaluru,2019-06-22,16.58,45.48,4.93,20.04,21.76,12.89,0.69,5.06,38.81,67.0,Satisfactory
Bengaluru,2019-06-23,14.8,36.43,4.83,20.19,21.5,12.11,0.67,4.46,37.89,66.0,Satisfactory
Bengaluru,2019-06-24,18.54,44.9,6.3,21.39,22.49,13.29,0.71,4.33,32.56,65.0,Satisfactory
Bengaluru,2019-06-25,30.39,76.25,6.73,23.04,26.12,13.05,0.76,4.77,30.97,65.0,Satisfactory
Bengaluru,2019-06-26,34.69,61.12,7.53,21.39,24.94,13.32,0.76,4.15,25.3,74.0,Satisfactory
Bengaluru,2019-06-27,26.44,65.51,7.51,21.17,24.37,12.55,0.72,4.27,28.6,72.0,Satisfactory
Bengaluru,2019-06-28,26.98,85.13,7.01,21.09,23.98,7.99,0.68,4.78,33.5,72.0,Satisfactory
Bengaluru,2019-06-29,25.37,81.98,6.35,24.27,27.38,9.02,0.72,4.7,37.55,79.0,Satisfactory
Bengaluru,2019-06-30,20.16,63.53,5.14,17.51,19.15,10.04,0.63,3.91,33.55,68.0,Satisfactory
Bengaluru,2019-07-01,26.89,70.15,6.08,18.8,21.32,9.92,0.71,4.63,35.0,65.0,Satisfactory
Bengaluru,2019-07-02,20.79,62.01,6.09,19.94,23.04,10.46,0.73,5.37,39.44,70.0,Satisfactory
Bengaluru,2019-07-03,18.25,60.9,5.89,18.61,21.1,8.4,0.7,4.98,33.59,64.0,Satisfactory
Bengaluru,2019-07-04,18.92,60.19,6.44,21.98,23.35,8.71,0.79,5.09,27.13,65.0,Satisfactory
Bengaluru,2019-07-05,20.9,57.46,6.03,19.92,23.66,11.62,0.7,5.03,25.86,63.0,Satisfactory
Bengaluru,2019-07-06,16.65,51.06,6.2,21.47,25.96,10.2,0.76,5.32,29.0,62.0,Satisfactory
Bengaluru,2019-07-07,19.38,68.71,5.33,18.38,21.55,8.26,0.75,5.3,32.8,69.0,Satisfactory
